chemin, class, classe_LOC, classe_CLOC, classe_DC, WMC, classe_BC
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\BoxAndWhiskerXYToolTipGenerator.java,BoxAndWhiskerXYToolTipGenerator,142,85,0.59859157,12,0.04988263
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\BubbleXYItemLabelGenerator.java,BubbleXYItemLabelGenerator,242,127,0.5247934,37,0.014183605
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\CategoryItemLabelGenerator.java,CategoryItemLabelGenerator,77,70,0.90909094,11,0.082644634
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\CategorySeriesLabelGenerator.java,CategorySeriesLabelGenerator,56,51,0.91071427,3,0.30357143
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\CategoryToolTipGenerator.java,CategoryToolTipGenerator,61,56,0.91803277,5,0.18360655
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\CrosshairLabelGenerator.java,CrosshairLabelGenerator,50,45,0.9,3,0.29999998
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\CustomXYToolTipGenerator.java,CustomXYToolTipGenerator,169,92,0.5443787,23,0.02366864
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\FlowLabelGenerator.java,FlowLabelGenerator,54,48,0.8888889,4,0.22222222
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\HighLowItemLabelGenerator.java,HighLowItemLabelGenerator,198,93,0.46969697,27,0.017396184
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\IntervalCategoryItemLabelGenerator.java,IntervalCategoryItemLabelGenerator,122,68,0.55737704,15,0.03715847
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\IntervalCategoryToolTipGenerator.java,IntervalCategoryToolTipGenerator,141,77,0.5460993,20,0.027304966
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\IntervalXYItemLabelGenerator.java,IntervalXYItemLabelGenerator,247,119,0.48178136,37,0.013021118
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\IntervalXYToolTipGenerator.java,IntervalXYToolTipGenerator,243,119,0.48971194,37,0.013235458
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\ItemLabelAnchor.java,ItemLabelAnchor,92,64,0.6956522,0,0.0
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\ItemLabelPosition.java,ItemLabelPosition,170,98,0.5764706,25,0.023058824
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\MultipleXYSeriesLabelGenerator.java,MultipleXYSeriesLabelGenerator,212,100,0.4716981,22,0.021440823
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\package-info.java,null,4,3,0.75,0,0.0
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\PieSectionLabelGenerator.java,PieSectionLabelGenerator,85,74,0.87058824,7,0.12436975
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\PieToolTipGenerator.java,PieToolTipGenerator,54,49,0.9074074,4,0.22685185
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\StandardCategoryItemLabelGenerator.java,StandardCategoryItemLabelGenerator,133,86,0.6466165,18,0.03592314
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\StandardCategorySeriesLabelGenerator.java,StandardCategorySeriesLabelGenerator,144,87,0.6041667,14,0.043154765
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\StandardCategoryToolTipGenerator.java,StandardCategoryToolTipGenerator,119,76,0.6386555,15,0.042577032
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\StandardCrosshairLabelGenerator.java,StandardCrosshairLabelGenerator,137,80,0.5839416,16,0.03649635
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\StandardFlowLabelGenerator.java,StandardFlowLabelGenerator,115,69,0.6,13,0.046153847
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java,StandardPieSectionLabelGenerator,230,146,0.6347826,26,0.024414716
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\StandardPieToolTipGenerator.java,StandardPieToolTipGenerator,129,92,0.7131783,12,0.059431523
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\StandardXYItemLabelGenerator.java,StandardXYItemLabelGenerator,173,115,0.6647399,26,0.025566919
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\StandardXYSeriesLabelGenerator.java,StandardXYSeriesLabelGenerator,151,93,0.615894,14,0.04399243
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\StandardXYToolTipGenerator.java,StandardXYToolTipGenerator,174,115,0.66091955,27,0.024478503
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\StandardXYZToolTipGenerator.java,StandardXYZToolTipGenerator,231,124,0.5367965,36,0.014911015
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\SymbolicXYItemLabelGenerator.java,SymbolicXYItemLabelGenerator,156,88,0.5641026,21,0.026862029
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\XYItemLabelGenerator.java,XYItemLabelGenerator,54,49,0.9074074,5,0.18148148
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\XYSeriesLabelGenerator.java,XYSeriesLabelGenerator,57,52,0.9122807,3,0.30409357
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\XYToolTipGenerator.java,XYToolTipGenerator,53,48,0.9056604,5,0.18113208
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\labels\XYZToolTipGenerator.java,XYZToolTipGenerator,53,48,0.9056604,5,0.18113208
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\legend\LegendGraphic.java,LegendGraphic,683,363,0.53147876,88,0.0060395314
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\legend\LegendItem.java,LegendItem,983,558,0.5676501,176,0.0032252846
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\legend\LegendItemBlockContainer.java,LegendItemBlockContainer,170,101,0.59411764,16,0.037132353
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\legend\LegendItemCollection.java,LegendItemCollection,142,87,0.6126761,13,0.04712893
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\legend\LegendItemSource.java,LegendItemSource,50,45,0.9,4,0.225
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\legend\LegendRenderingOrder.java,LegendRenderingOrder,45,40,0.8888889,0,0.0
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\legend\LegendTitle.java,LegendTitle,617,270,0.4376013,93,0.0047053904
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\legend\package-info.java,null,4,3,0.75,0,0.0
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\legend\PaintScaleLegend.java,PaintScaleLegend,662,275,0.41540787,107,0.0038823164
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\package-info.java,null,4,3,0.75,0,0.0
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\CategoryCrosshairState.java,CategoryCrosshairState,157,95,0.60509557,14,0.043221112
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\CategoryMarker.java,CategoryMarker,174,107,0.61494255,18,0.034163475
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\CategoryPlot.java,CategoryPlot,4523,2162,0.47800133,745,6.416125E-4
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\CenterTextMode.java,CenterTextMode,47,41,0.87234044,1,0.87234044
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\CombinedDomainCategoryPlot.java,CombinedDomainCategoryPlot,613,259,0.42251223,106,0.0039859647
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\CombinedDomainXYPlot.java,CombinedDomainXYPlot,691,304,0.43994212,121,0.0036358852
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\CombinedRangeCategoryPlot.java,CombinedRangeCategoryPlot,515,213,0.41359222,82,0.0050438074
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\CombinedRangeXYPlot.java,CombinedRangeXYPlot,646,281,0.43498453,106,0.0041036275
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\compass\ArrowNeedle.java,ArrowNeedle,156,80,0.51282054,13,0.039447732
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\compass\CompassPlot.java,CompassPlot,776,351,0.4523196,93,0.0048636515
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\compass\LineNeedle.java,LineNeedle,110,69,0.6272727,9,0.06969697
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\compass\LongNeedle.java,LongNeedle,161,77,0.47826087,13,0.036789298
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\compass\MeterNeedle.java,MeterNeedle,376,200,0.5319149,43,0.012370113
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\compass\MiddlePinNeedle.java,MiddlePinNeedle,132,72,0.54545456,10,0.054545455
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\compass\package-info.java,null,4,3,0.75,0,0.0
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\compass\PinNeedle.java,PinNeedle,130,72,0.5538462,11,0.050349653
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\compass\PlumNeedle.java,PlumNeedle,120,71,0.59166664,10,0.059166662
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\compass\PointerNeedle.java,PointerNeedle,140,70,0.5,13,0.03846154
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\compass\ShipNeedle.java,ShipNeedle,119,70,0.5882353,9,0.06535948
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\compass\WindNeedle.java,WindNeedle,109,66,0.6055046,7,0.08650065
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\Crosshair.java,Crosshair,674,377,0.55934715,87,0.006429278
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\CrosshairState.java,CrosshairState,324,219,0.6759259,30,0.022530863
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\DatasetRenderingOrder.java,DatasetRenderingOrder,60,55,0.9166667,2,0.45833334
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\DefaultDrawingSupplier.java,DefaultDrawingSupplier,463,187,0.4038877,43,0.009392737
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\dial\AbstractDialLayer.java,AbstractDialLayer,193,119,0.6165803,16,0.03853627
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\dial\ArcDialFrame.java,ArcDialFrame,467,248,0.53104925,44,0.012069301
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialBackground.java,DialBackground,242,144,0.59504133,26,0.022886205
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialCap.java,DialCap,305,177,0.58032787,38,0.015271786
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialFrame.java,DialFrame,59,52,0.88135594,1,0.88135594
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialLayer.java,DialLayer,102,88,0.8627451,11,0.078431375
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialLayerChangeEvent.java,DialLayerChangeEvent,62,50,0.8064516,1,0.8064516
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialLayerChangeListener.java,DialLayerChangeListener,51,46,0.9019608,1,0.9019608
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialPlot.java,DialPlot,752,390,0.51861703,116,0.0044708364
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialPointer.java,DialPointer,562,283,0.5035587,53,0.009501107
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialScale.java,DialScale,63,58,0.9206349,5,0.18412699
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialTextAnnotation.java,DialTextAnnotation,361,208,0.5761773,44,0.013094938
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\dial\DialValueIndicator.java,DialValueIndicator,690,367,0.5318841,90,0.005909823
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\dial\package-info.java,null,4,3,0.75,0,0.0
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\dial\StandardDialFrame.java,StandardDialFrame,322,177,0.5496894,36,0.01526915
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\dial\StandardDialRange.java,StandardDialRange,391,215,0.5498721,42,0.013092193
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\dial\StandardDialScale.java,StandardDialScale,918,509,0.55446625,112,0.0049505914
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\DialShape.java,DialShape,48,42,0.875,0,0.0
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\DrawingSupplier.java,DrawingSupplier,88,76,0.8636364,12,0.071969695
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\FastScatterPlot.java,FastScatterPlot,974,469,0.48151952,138,0.003489272
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\flow\FlowPlot.java,FlowPlot,755,322,0.42649007,124,0.003439436
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\flow\package-info.java,null,4,3,0.75,1,0.75
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\IntervalMarker.java,IntervalMarker,197,115,0.5837563,21,0.02779792
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\Marker.java,Marker,603,338,0.56053066,91,0.0061596776
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\MeterInterval.java,MeterInterval,198,109,0.55050504,30,0.018350167
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\MeterPlot.java,MeterPlot,1163,531,0.4565778,157,0.0029081388
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\package-info.java,null,4,3,0.75,0,0.0
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\Pannable.java,Pannable,80,69,0.8625,8,0.1078125
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\pie\AbstractPieLabelDistributor.java,AbstractPieLabelDistributor,96,72,0.75,6,0.125
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\pie\MultiplePiePlot.java,MultiplePiePlot,574,223,0.38850173,81,0.004796318
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\pie\package-info.java,null,4,3,0.75,0,0.0
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\pie\PieLabelDistributor.java,PieLabelDistributor,198,93,0.46969697,30,0.015656566
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\pie\PieLabelLinkStyle.java,PieLabelLinkStyle,48,42,0.875,0,0.0
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\pie\PieLabelRecord.java,PieLabelRecord,253,139,0.5494071,35,0.015697347
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\pie\PiePlot.java,PiePlot,2921,1467,0.5022253,397,0.0012650511
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\pie\PiePlotState.java,PiePlotState,239,158,0.6610879,20,0.033054393
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\Plot.java,Plot,1319,669,0.50720245,217,0.0023373384
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\PlotOrientation.java,PlotOrientation,65,54,0.83076924,4,0.20769231
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\PlotRenderingInfo.java,PlotRenderingInfo,264,150,0.5681818,37,0.015356265
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\PlotState.java,PlotState,61,47,0.7704918,0,0.0
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\PolarAxisLocation.java,PolarAxisLocation,62,51,0.82258064,1,0.82258064
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\PolarPlot.java,PolarPlot,1841,859,0.46659425,302,0.0015450141
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\RingPlot.java,RingPlot,630,306,0.4857143,89,0.0054574637
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\SeriesRenderingOrder.java,SeriesRenderingOrder,58,53,0.9137931,2,0.45689654
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\SpiderWebPlot.java,SpiderWebPlot,1281,622,0.48555815,193,0.0025158452
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\ThermometerPlot.java,ThermometerPlot,1444,690,0.47783932,192,0.0024887465
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\ValueAxisPlot.java,ValueAxisPlot,53,47,0.8867925,1,0.8867925
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\ValueMarker.java,ValueMarker,135,92,0.6814815,15,0.0454321
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\WaferMapPlot.java,WaferMapPlot,389,165,0.42416453,37,0.011463907
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\XYCrosshairState.java,XYCrosshairState,52,46,0.88461536,0,0.0
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\XYPlot.java,XYPlot,4981,2312,0.4641638,863,5.3784915E-4
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\plot\Zoomable.java,Zoomable,151,133,0.8807947,20,0.044039734
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\AbstractRenderer.java,AbstractRenderer,2774,1575,0.56777215,486,0.0011682555
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\AreaRendererEndType.java,AreaRendererEndType,58,52,0.8965517,1,0.8965517
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\AbstractCategoryItemRenderer.java,AbstractCategoryItemRenderer,1542,619,0.40142673,264,0.0015205558
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\AreaRenderer.java,AreaRenderer,299,107,0.35785952,39,0.0091758855
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\BarPainter.java,BarPainter,84,73,0.86904764,3,0.28968254
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\BarRenderer.java,BarRenderer,1200,529,0.44083333,191,0.0023080278
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\BoxAndWhiskerRenderer.java,BoxAndWhiskerRenderer,1012,440,0.4347826,125,0.0034782607
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\CategoryItemRenderer.java,CategoryItemRenderer,1439,1269,0.8818624,323,0.002730224
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\CategoryItemRendererState.java,CategoryItemRendererState,186,122,0.65591395,21,0.031233998
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\CategoryStepRenderer.java,CategoryStepRenderer,324,155,0.47839507,35,0.013668431
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\DefaultCategoryItemRenderer.java,DefaultCategoryItemRenderer,52,45,0.86538464,0,0.0
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\GanttRenderer.java,GanttRenderer,555,222,0.4,72,0.0055555557
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\GradientBarPainter.java,GradientBarPainter,340,132,0.3882353,35,0.011092437
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\GroupedStackedBarRenderer.java,GroupedStackedBarRenderer,332,120,0.36144578,41,0.0088157505
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\IntervalBarRenderer.java,IntervalBarRenderer,220,103,0.46818182,29,0.016144201
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\LayeredBarRenderer.java,LayeredBarRenderer,428,161,0.37616822,68,0.0055318857
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\LevelRenderer.java,LevelRenderer,403,190,0.471464,39,0.01208882
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\LineAndShapeRenderer.java,LineAndShapeRenderer,774,396,0.5116279,109,0.004693834
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\MinMaxCategoryRenderer.java,MinMaxCategoryRenderer,493,226,0.45841786,58,0.007903757
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\package-info.java,null,4,3,0.75,0,0.0
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\ScatterRenderer.java,ScatterRenderer,534,265,0.49625468,68,0.007297863
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\StackedAreaRenderer.java,StackedAreaRenderer,438,156,0.3561644,48,0.0074200914
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\StackedBarRenderer.java,StackedBarRenderer,346,133,0.38439307,48,0.008008189
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\StandardBarPainter.java,StandardBarPainter,202,96,0.47524753,24,0.01980198
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\StatisticalBarRenderer.java,StatisticalBarRenderer,518,190,0.36679536,67,0.0054745576
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\StatisticalLineAndShapeRenderer.java,StatisticalLineAndShapeRenderer,426,158,0.37089202,62,0.0059821294
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\category\WaterfallBarRenderer.java,WaterfallBarRenderer,429,169,0.3939394,59,0.006676939
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\DefaultPolarItemRenderer.java,DefaultPolarItemRenderer,840,356,0.42380953,113,0.0037505268
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\GrayPaintScale.java,GrayPaintScale,203,123,0.6059113,19,0.03189007
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\LookupPaintScale.java,LookupPaintScale,344,165,0.47965115,39,0.012298748
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\NotOutlierException.java,NotOutlierException,57,51,0.8947368,1,0.8947368
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\Outlier.java,Outlier,196,130,0.6632653,22,0.030148422
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\OutlierList.java,OutlierList,156,107,0.6858974,10,0.06858974
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\OutlierListCollection.java,OutlierListCollection,157,108,0.6878981,10,0.06878981
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\package-info.java,null,4,3,0.75,0,0.0
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\PaintScale.java,PaintScale,73,65,0.89041096,4,0.22260274
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\PolarItemRenderer.java,PolarItemRenderer,182,147,0.8076923,26,0.031065088
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\RendererState.java,RendererState,103,72,0.69902915,7,0.09986131
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\RendererUtils.java,RendererUtils,247,94,0.3805668,38,0.010014916
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\WaferMapRenderer.java,WaferMapRenderer,344,145,0.42151162,39,0.01080799
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\xy\AbstractXYItemRenderer.java,AbstractXYItemRenderer,1524,561,0.36811024,240,0.0015337927
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\xy\CandlestickRenderer.java,CandlestickRenderer,818,394,0.4816626,94,0.00512407
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\xy\ClusteredXYBarRenderer.java,ClusteredXYBarRenderer,328,134,0.40853658,41,0.009964307
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\xy\CyclicXYItemRenderer.java,CyclicXYItemRenderer,437,191,0.43707094,59,0.007407982
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\xy\DefaultXYItemRenderer.java,DefaultXYItemRenderer,52,46,0.88461536,0,0.0
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\xy\DeviationRenderer.java,DeviationRenderer,342,174,0.50877196,38,0.013388735
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\xy\DeviationStepRenderer.java,DeviationStepRenderer,282,110,0.39007092,41,0.009513925
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\xy\GradientXYBarPainter.java,GradientXYBarPainter,339,131,0.38643068,35,0.011040877
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\xy\HighLowRenderer.java,HighLowRenderer,448,206,0.45982143,66,0.0069669914
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\xy\package-info.java,null,4,3,0.75,0,0.0
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\xy\SamplingXYLineRenderer.java,SamplingXYLineRenderer,333,163,0.4894895,27,0.01812924
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\xy\StackedXYAreaRenderer.java,StackedXYAreaRenderer,609,274,0.4499179,82,0.0054868036
C:\Users\ianpe\Documents\jfreechart\src\main\java\org\jfree\chart\renderer\xy\StackedXYAreaRenderer2.java,StackedXYAreaRenderer2,493,170,0.3448276,50,0.0068965517
